document_title,question_text,short_answer,yes_no_answer
Over the Garden Wall,who plays the woodsman in over the garden wall,"[{'short_answer1': [{'end_byte': 69937, 'end_token': 925, 'start_byte': 69920, 'start_token': 923}]}, {'short_answer2': [{'end_byte': 83088, 'end_token': 2032, 'start_byte': 83071, 'start_token': 2030}]}, {'short_answer3': [{'end_byte': 69937, 'end_token': 925, 'start_byte': 69920, 'start_token': 923}]}, {'short_answer4': [{'end_byte': 69937, 'end_token': 925, 'start_byte': 69920, 'start_token': 923}]}]",NONE
Will Horton,who is being murdered on days of our lives,[],NONE
So You Think You Can Dance (U.S. season 2),so you think you can dance season 2 judges,"[{'short_answer1': [{'end_byte': 42890, 'end_token': 92, 'start_byte': 42508, 'start_token': 75}]}]",NONE
Code talker,historically what has been the significance of code talkers,"[{'short_answer1': [{'end_byte': 46458, 'end_token': 205, 'start_byte': 46250, 'start_token': 187}]}, {'short_answer2': [{'end_byte': 46458, 'end_token': 205, 'start_byte': 46250, 'start_token': 187}]}]",NONE
Combat medic,can i be a medic in the marines,[],NONE
Repatriation (cultural heritage),where do the great treasures of ancient art belong,[],NONE
Elizabeth Lail,who played anna in once upon a time,"[{'short_answer1': [{'end_byte': 45621, 'end_token': 90, 'start_byte': 45602, 'start_token': 87}]}, {'short_answer2': [{'end_byte': 45621, 'end_token': 90, 'start_byte': 45602, 'start_token': 87}]}, {'short_answer3': [{'end_byte': 45621, 'end_token': 90, 'start_byte': 45602, 'start_token': 87}]}, {'short_answer4': [{'end_byte': 45621, 'end_token': 90, 'start_byte': 45602, 'start_token': 87}]}]",NONE
List of Java keywords,which of the following is a keyword in java,[],NONE
Phonograph,who made possible the first reproduction of the human voice on the phonograph,"[{'short_answer1': [{'end_byte': 136283, 'end_token': 270, 'start_byte': 136270, 'start_token': 268}]}, {'short_answer2': [{'end_byte': 171689, 'end_token': 3158, 'start_byte': 171671, 'start_token': 3155}]}, {'short_answer3': [{'end_byte': 171689, 'end_token': 3158, 'start_byte': 171671, 'start_token': 3155}]}]",NONE
UK Singles Chart records and statistics,what is the longest running uk number 1 single,"[{'short_answer1': [{'end_byte': 87017, 'end_token': 1876, 'start_byte': 86813, 'start_token': 1861}]}, {'short_answer2': [{'end_byte': 86954, 'end_token': 1873, 'start_byte': 86813, 'start_token': 1861}]}, {'short_answer3': [{'end_byte': 87017, 'end_token': 1876, 'start_byte': 86813, 'start_token': 1861}]}, {'short_answer4': [{'end_byte': 87017, 'end_token': 1876, 'start_byte': 86813, 'start_token': 1861}]}]",NONE
"Flag of Washington, D.C.",what do the stars on the dc flag mean,[],NONE
Space Race,which decade saw the development of television and the beginnings of the space race,[],NONE
List of Scandal episodes,when is the next episode of scandal coming on,[],NONE
American Idol,when did american idol end the first time,"[{'short_answer1': [{'end_byte': 63731, 'end_token': 663, 'start_byte': 63718, 'start_token': 659}]}, {'short_answer2': [{'end_byte': 63731, 'end_token': 663, 'start_byte': 63718, 'start_token': 659}]}, {'short_answer3': [{'end_byte': 63731, 'end_token': 663, 'start_byte': 63718, 'start_token': 659}]}]",NONE
Crimes (Substituted Section 59) Amendment Act 2007,when did the anti smacking law come in nz,"[{'short_answer1': [{'end_byte': 58802, 'end_token': 324, 'start_byte': 58790, 'start_token': 321}]}, {'short_answer2': [{'end_byte': 58176, 'end_token': 277, 'start_byte': 58158, 'start_token': 275}]}, {'short_answer3': [{'end_byte': 58802, 'end_token': 324, 'start_byte': 58790, 'start_token': 321}]}, {'short_answer4': [{'end_byte': 58802, 'end_token': 324, 'start_byte': 58790, 'start_token': 321}]}]",NONE
List of Game of Thrones characters,what's the dwarf's name in game of thrones,"[{'short_answer1': [{'end_byte': 249875, 'end_token': 20857, 'start_byte': 249859, 'start_token': 20855}]}, {'short_answer2': [{'end_byte': 249875, 'end_token': 20857, 'start_byte': 249859, 'start_token': 20855}]}, {'short_answer3': [{'end_byte': 249875, 'end_token': 20857, 'start_byte': 249859, 'start_token': 20855}]}, {'short_answer4': [{'end_byte': 249875, 'end_token': 20857, 'start_byte': 249859, 'start_token': 20855}]}]",NONE
Head of government,which of the following would be an example of limited government,[],NONE
Role set,what is the role set of a student,[],NONE
Beauty & the Beast (season 3),tv series beauty and the beast season 3,[],NONE
Jamie Dornan,who plays christian in 50 shades of grey,"[{'short_answer1': [{'end_byte': 46708, 'end_token': 157, 'start_byte': 46678, 'start_token': 152}]}, {'short_answer2': [{'end_byte': 46708, 'end_token': 157, 'start_byte': 46678, 'start_token': 152}]}, {'short_answer3': [{'end_byte': 46708, 'end_token': 157, 'start_byte': 46678, 'start_token': 152}]}, {'short_answer4': [{'end_byte': 46708, 'end_token': 157, 'start_byte': 46678, 'start_token': 152}]}]",NONE
I'll Meet You Halfway,partridge family songs i'll meet you halfway,[],NONE
Liam Cunningham,who plays ser davos in game of thrones,"[{'short_answer1': [{'end_byte': 58406, 'end_token': 139, 'start_byte': 58391, 'start_token': 137}]}, {'short_answer2': [{'end_byte': 58406, 'end_token': 139, 'start_byte': 58391, 'start_token': 137}]}, {'short_answer3': [{'end_byte': 58406, 'end_token': 139, 'start_byte': 58391, 'start_token': 137}]}, {'short_answer4': [{'end_byte': 58406, 'end_token': 139, 'start_byte': 58391, 'start_token': 137}]}]",NONE
Astrodome,who hit the first home run in the houston astrodome,"[{'short_answer1': [{'end_byte': 73352, 'end_token': 2111, 'start_byte': 73339, 'start_token': 2109}]}, {'short_answer2': [{'end_byte': 73352, 'end_token': 2111, 'start_byte': 73339, 'start_token': 2109}]}, {'short_answer3': [{'end_byte': 73352, 'end_token': 2111, 'start_byte': 73339, 'start_token': 2109}]}, {'short_answer4': [{'end_byte': 73352, 'end_token': 2111, 'start_byte': 73339, 'start_token': 2109}]}]",NONE
Star Trek: Discovery,when does the next star trek episode come out,"[{'short_answer1': [{'end_byte': 76618, 'end_token': 2340, 'start_byte': 76600, 'start_token': 2336}]}, {'short_answer2': [{'end_byte': 76618, 'end_token': 2340, 'start_byte': 76614, 'start_token': 2339}]}, {'short_answer3': [{'end_byte': 76618, 'end_token': 2340, 'start_byte': 76600, 'start_token': 2336}]}, {'short_answer4': [{'end_byte': 76618, 'end_token': 2340, 'start_byte': 76600, 'start_token': 2336}]}]",NONE
Iron and steel industry in India,where are iron and steel industry located in india,[],NONE
75th Golden Globe Awards,which movie wins 4 awards in 75th golden globe award,"[{'short_answer1': [{'end_byte': 60622, 'end_token': 352, 'start_byte': 60581, 'start_token': 346}]}, {'short_answer2': [{'end_byte': 102482, 'end_token': 1872, 'start_byte': 102441, 'start_token': 1866}]}, {'short_answer3': [{'end_byte': 60622, 'end_token': 352, 'start_byte': 60581, 'start_token': 346}]}, {'short_answer4': [{'end_byte': 102482, 'end_token': 1872, 'start_byte': 102441, 'start_token': 1866}]}]",NONE
In Time,whats the movie called with justin timberlake and time,"[{'short_answer1': [{'end_byte': 59900, 'end_token': 269, 'start_byte': 59893, 'start_token': 267}]}, {'short_answer2': [{'end_byte': 59900, 'end_token': 269, 'start_byte': 59893, 'start_token': 267}]}, {'short_answer3': [{'end_byte': 59900, 'end_token': 269, 'start_byte': 59893, 'start_token': 267}]}, {'short_answer4': [{'end_byte': 59900, 'end_token': 269, 'start_byte': 59893, 'start_token': 267}]}]",NONE
For Whom the Bell Tolls,who wrote the poem for whom the bell tolls,"[{'short_answer1': [{'end_byte': 31785, 'end_token': 540, 'start_byte': 31775, 'start_token': 538}]}, {'short_answer2': [{'end_byte': 24446, 'end_token': 117, 'start_byte': 24430, 'start_token': 115}]}]",NONE
The Bachelor (season 17),contestants on sean's season of the bachelor,[],NONE
Daimyō,what's the difference between shogun and samurai,[],NONE
2017 Monster Energy NASCAR Cup Series,is this the last nascar race of the season,[],NONE
Unicorn,where did the idea of a unicorn come from,"[{'short_answer1': [{'end_byte': 66291, 'end_token': 508, 'start_byte': 66259, 'start_token': 503}]}]",NONE
Lake City Army Ammunition Plant,lake city army ammunition plant in independence missouri,[],NONE
United Kingdom and the American Civil War,which battle ended britain's support for the south,"[{'short_answer1': [{'end_byte': 92094, 'end_token': 4133, 'start_byte': 92010, 'start_token': 4129}]}, {'short_answer2': [{'end_byte': 85736, 'end_token': 3311, 'start_byte': 85714, 'start_token': 3307}]}, {'short_answer3': [{'end_byte': 85736, 'end_token': 3311, 'start_byte': 85718, 'start_token': 3308}]}]",NONE
Period 5 element,the atomic number of indium which belongs to 5th period is,"[{'short_answer1': [{'end_byte': 167542, 'end_token': 5082, 'start_byte': 167540, 'start_token': 5081}]}, {'short_answer2': [{'end_byte': 167542, 'end_token': 5082, 'start_byte': 167540, 'start_token': 5081}]}, {'short_answer3': [{'end_byte': 115664, 'end_token': 1855, 'start_byte': 115662, 'start_token': 1854}]}, {'short_answer4': [{'end_byte': 167542, 'end_token': 5082, 'start_byte': 167540, 'start_token': 5081}]}]",NONE
Miranda v. Arizona,who wrote the dissenting opinion of miranda v arizona,[],NONE
Photosynthetic efficiency,what percentage of sunlight is captured by plants to convert it into food energy,"[{'short_answer1': [{'end_byte': 43656, 'end_token': 250, 'start_byte': 43653, 'start_token': 248}]}, {'short_answer2': [{'end_byte': 44148, 'end_token': 326, 'start_byte': 44141, 'start_token': 322}]}, {'short_answer3': [{'end_byte': 44148, 'end_token': 326, 'start_byte': 44141, 'start_token': 322}]}]",NONE
Electoral College (United States),what is the number of total presidential electoral votes,"[{'short_answer1': [{'end_byte': 60704, 'end_token': 330, 'start_byte': 60701, 'start_token': 329}]}, {'short_answer2': [{'end_byte': 60704, 'end_token': 330, 'start_byte': 60701, 'start_token': 329}]}, {'short_answer3': [{'end_byte': 60704, 'end_token': 330, 'start_byte': 60701, 'start_token': 329}]}, {'short_answer4': [{'end_byte': 60704, 'end_token': 330, 'start_byte': 60701, 'start_token': 329}]}]",NONE
Soil food web,where does fungi go on a food web,"[{'short_answer1': [{'end_byte': 61233, 'end_token': 444, 'start_byte': 61226, 'start_token': 442}]}, {'short_answer2': [{'end_byte': 61233, 'end_token': 444, 'start_byte': 61223, 'start_token': 441}]}, {'short_answer3': [{'end_byte': 61251, 'end_token': 448, 'start_byte': 61223, 'start_token': 441}]}, {'short_answer4': [{'end_byte': 61264, 'end_token': 450, 'start_byte': 61253, 'start_token': 449}]}]",NONE
Robert Adamson (actor),who plays noah newman on the young and the restless,"[{'short_answer1': [{'end_byte': 57234, 'end_token': 156, 'start_byte': 57207, 'start_token': 152}]}, {'short_answer2': [{'end_byte': 57234, 'end_token': 156, 'start_byte': 57207, 'start_token': 152}]}, {'short_answer3': [{'end_byte': 57234, 'end_token': 156, 'start_byte': 57207, 'start_token': 152}]}, {'short_answer4': [{'end_byte': 57234, 'end_token': 156, 'start_byte': 57207, 'start_token': 152}]}]",NONE
Botswana pula,when did the botswana currency first come into circulation,"[{'short_answer1': [{'end_byte': 62808, 'end_token': 393, 'start_byte': 62804, 'start_token': 392}]}, {'short_answer2': [{'end_byte': 62808, 'end_token': 393, 'start_byte': 62804, 'start_token': 392}]}]",NONE
Black hole,compared to the event horizon the photon sphere of a black hole is,[],NONE
Kansas City Chiefs,when do the kansas city chiefs play their first game,[],NONE
Archie Marries Veronica/Archie Marries Betty,in the archie comics who does archie end up with,[],NONE
Git,git and github related to software configuration management,[],NONE
Bill (law),who signs bills to become laws in india,[],NONE
History of time in the United States,when did daylight saving time start in texas,[],NONE
History of television,when did television come out in the us,"[{'short_answer1': [{'end_byte': 170278, 'end_token': 11326, 'start_byte': 170274, 'start_token': 11325}]}, {'short_answer2': [{'end_byte': 170278, 'end_token': 11326, 'start_byte': 170266, 'start_token': 11322}]}]",NONE
Events leading to the attack on Pearl Harbor,events that led up to the bombing of pearl harbor,[],NONE
The Resident (TV series),who plays on the tv show the resident,"[{'short_answer1': [{'end_byte': 63544, 'end_token': 471, 'start_byte': 63532, 'start_token': 469}, {'end_byte': 63736, 'end_token': 481, 'start_byte': 63723, 'start_token': 479}, {'end_byte': 63951, 'end_token': 497, 'start_byte': 63939, 'start_token': 495}, {'end_byte': 64096, 'end_token': 506, 'start_byte': 64073, 'start_token': 503}, {'end_byte': 64271, 'end_token': 514, 'start_byte': 64256, 'start_token': 512}, {'end_byte': 64470, 'end_token': 526, 'start_byte': 64459, 'start_token': 524}, {'end_byte': 64651, 'end_token': 533, 'start_byte': 64638, 'start_token': 531}, {'end_byte': 64847, 'end_token': 540, 'start_byte': 64829, 'start_token': 538}]}]",NONE
Twenty-third Amendment to the United States Constitution,what historical event led to the creation of the 3rd amendment,[],NONE
Catherine Tramell,who is the real killer in basic instinct 2,"[{'short_answer1': [{'end_byte': 49381, 'end_token': 308, 'start_byte': 49364, 'start_token': 306}]}]",NONE
Treaty of Brest-Litovsk,what effect did russia's signing of the treaty of brest-litovsk have on wwi,"[{'short_answer1': [{'end_byte': 64156, 'end_token': 302, 'start_byte': 64061, 'start_token': 294}]}]",NONE
Gallup (company),gallup poll® and the harris poll® are two organizations that,[],NONE
Jason Lewis (actor),samantha's boyfriend in sex and the city,"[{'short_answer1': [{'end_byte': 49561, 'end_token': 393, 'start_byte': 49401, 'start_token': 386}]}]",NONE
"Beam me up, Scotty",what's in a beam me up scotty,"[{'short_answer1': [{'end_byte': 63863, 'end_token': 698, 'start_byte': 63825, 'start_token': 692}]}, {'short_answer2': [{'end_byte': 63863, 'end_token': 698, 'start_byte': 63825, 'start_token': 692}]}]",NONE
Easter Bunny,where did the legend of the easter bunny come from,"[{'short_answer1': [{'end_byte': 56933, 'end_token': 127, 'start_byte': 56855, 'start_token': 125}]}, {'short_answer2': [{'end_byte': 56933, 'end_token': 127, 'start_byte': 56855, 'start_token': 125}]}]",NONE
Density,which material is the heaviest in term of density,"[{'short_answer1': [{'end_byte': 102104, 'end_token': 3233, 'start_byte': 102098, 'start_token': 3232}]}]",NONE
2010 NCAA Men's Basketball All-Americans,best players in ncaa basketball 10 video game,[],NONE
Winged infusion set,can you use a butterfly needle for an iv,[],NONE
Star Trek: Discovery,when does star trek discovery air on tv,"[{'short_answer1': [{'end_byte': 65871, 'end_token': 709, 'start_byte': 65853, 'start_token': 705}]}]",NONE
God of War (franchise),when was the last god of war made,"[{'short_answer1': [{'end_byte': 66665, 'end_token': 765, 'start_byte': 66661, 'start_token': 764}]}, {'short_answer2': [{'end_byte': 66665, 'end_token': 765, 'start_byte': 66661, 'start_token': 764}]}, {'short_answer3': [{'end_byte': 67139, 'end_token': 816, 'start_byte': 67135, 'start_token': 815}]}]",NONE
List of Test cricket records,who has scored the most half centuries in test cricket,"[{'short_answer1': [{'end_byte': 312027, 'end_token': 7656, 'start_byte': 312011, 'start_token': 7654}]}, {'short_answer2': [{'end_byte': 312027, 'end_token': 7656, 'start_byte': 312011, 'start_token': 7654}]}, {'short_answer3': [{'end_byte': 312027, 'end_token': 7656, 'start_byte': 312011, 'start_token': 7654}]}, {'short_answer4': [{'end_byte': 312027, 'end_token': 7656, 'start_byte': 312011, 'start_token': 7654}]}]",NONE
I Only Want to Be with You,who sings abc i only want to be with you,[],NONE
You Never Can Tell (song),song lyrics goes to show you never can tell,[],NONE
Denver Broncos,when did the broncos win the super bowl,"[{'short_answer1': [{'end_byte': 72491, 'end_token': 796, 'start_byte': 72487, 'start_token': 795}, {'end_byte': 72627, 'end_token': 801, 'start_byte': 72623, 'start_token': 800}, {'end_byte': 72766, 'end_token': 806, 'start_byte': 72762, 'start_token': 805}]}, {'short_answer2': [{'end_byte': 72491, 'end_token': 796, 'start_byte': 72487, 'start_token': 795}, {'end_byte': 72627, 'end_token': 801, 'start_byte': 72623, 'start_token': 800}, {'end_byte': 72766, 'end_token': 806, 'start_byte': 72762, 'start_token': 805}]}]",NONE
